(1252195200.0, 1.6)
(1252281600.0, 8.3)
(1252368000.0, 5.7)
(1252454400.0, 7.5)
(1252540800.0, 2.6)
(1252713600.0, 6.5)
(1252800000.0, 13.2)
(1252886400.0, 4.3)
(1252972800.0, 1.6)
(1253059200.0, 2.8)
(1253145600.0, 6.3)
(1253232000.0, 7.4)
(1253318400.0, 5.4)
(1253404800.0, 8.0)
(1253491200.0, 3.7)
(1253577600.0, 11.5)
(1253664000.0, 9.3)
(1253750400.0, 8.2)
(1253836800.0, 5.3)
(1253923200.0, 6.8)
(1254009600.0, 4.5)
(1254096000.0, 5.5)
(1254182400.0, 1.7)
(1254268800.0, 4.0)
(1254355200.0, 8.9)
(1254441600.0, 11.7)
(1254528000.0, 8.5)
(1254614400.0, 9.6)
(1254700800.0, 8.3)
(1254787200.0, 5.2)
(1254873600.0, 3.8)
(1254960000.0, 1.2)
(1255046400.0, 3.2)
(1255132800.0, 4.6)
(1255219200.0, 6.4)
(1255305600.0, 5.8)
(1255392000.0, 6.6)
(1255478400.0, 9.5)
(1255564800.0, 9.7)
(1255651200.0, 4.1)
(1255737600.0, 4.6)
(1255824000.0, 5.1)
(1255910400.0, 5.1)
(1255996800.0, 6.9)
(1256083200.0, 8.8)
(1256169600.0, 9.1)
(1256256000.0, 8.1)
(1256342400.0, 7.4)
(1256428800.0, 10.6)
(1256515200.0, 10.8)
(1256601600.0, 5.9)
(1256688000.0, 11.3)
(1256774400.0, 14.5)
(1256860800.0, 13.7)
(1256947200.0, 15.6)
(1257033600.0, 17.8)
(1257120000.0, 18.7)
(1257206400.0, 18.7)
(1257292800.0, 10.0)
(1257379200.0, 6.6)
(1257465600.0, 10.8)
(1257552000.0, 11.3)
(1257638400.0, 13.5)
(1257724800.0, 15.4)
(1257811200.0, 15.9)
(1257897600.0, 17.1)
(1257984000.0, 16.7)
(1258070400.0, 18.1)
(1258156800.0, 13.4)
(1258243200.0, 17.2)
(1258329600.0, 15.3)
(1258416000.0, 12.1)
(1258502400.0, 11.4)
(1258588800.0, 18.6)
(1258675200.0, 15.3)
(1258761600.0, 19.3)
(1258848000.0, 18.3)
(1258934400.0, 11.9)
(1259020800.0, 12.8)
(1259107200.0, 17.2)
(1259193600.0, 21.0)
(1259280000.0, 15.9)
(1259366400.0, 17.1)
(1259452800.0, 12.8)
(1259539200.0, 13.2)
(1259625600.0, 12.3)
(1259712000.0, 10.6)
(1259798400.0, 11.4)
(1259884800.0, 12.3)
(1259971200.0, 10.7)
(1260057600.0, 11.1)
(1260144000.0, 13.4)
(1260230400.0, 18.2)
(1260316800.0, 9.2)
(1260403200.0, 14.2)
(1260489600.0, 9.2)
(1260576000.0, 9.0)
(1260662400.0, 11.8)
(1260748800.0, 13.6)
(1260835200.0, 13.1)
(1260921600.0, 14.6)
(1261008000.0, 14.5)
(1261094400.0, 12.2)
(1261180800.0, 11.1)
(1261267200.0, 12.0)
(1261353600.0, 12.7)
(1261440000.0, 15.1)
(1261526400.0, 18.1)
(1261612800.0, 22.9)
(1261699200.0, 18.8)
(1261785600.0, 17.1)
(1261872000.0, 17.6)
(1261958400.0, 17.8)
(1262044800.0, 18.7)
(1262131200.0, 19.8)
(1262217600.0, 21.1)
(1262304000.0, 19.4)
(1262390400.0, 18.6)
(1262476800.0, 12.2)
(1262563200.0, 14.8)
(1262649600.0, 15.0)
(1262736000.0, 16.3)
(1262822400.0, 15.0)
(1262908800.0, 17.4)
(1262995200.0, 19.6)
(1263081600.0, 20.6)
(1263168000.0, 21.0)
(1263254400.0, 24.5)
(1263340800.0, 22.6)
(1263427200.0, 15.7)
(1263513600.0, 17.2)
(1263600000.0, 21.8)
(1263686400.0, 16.8)
(1263772800.0, 10.5)
(1263859200.0, 8.7)
(1263945600.0, 11.0)
(1264032000.0, 15.4)
(1264118400.0, 19.2)
(1264204800.0, 24.7)
(1264291200.0, 14.4)
(1264377600.0, 14.3)
(1264464000.0, 15.1)
(1264550400.0, 17.7)
(1264636800.0, 15.2)
(1264723200.0, 16.0)
(1264809600.0, 18.9)
(1264896000.0, 21.7)
(1264982400.0, 21.0)
(1265068800.0, 17.8)
(1265155200.0, 17.9)
(1265241600.0, 23.5)
(1265328000.0, 19.2)
(1265414400.0, 19.5)
(1265500800.0, 20.3)
(1265587200.0, 23.0)
(1265673600.0, 22.1)
(1265760000.0, 21.7)
(1265846400.0, 21.5)
(1265932800.0, 22.5)
(1266019200.0, 20.8)
(1266105600.0, 20.5)
(1266192000.0, 17.8)
(1266278400.0, 17.6)
(1266364800.0, 15.5)
(1266537600.0, 16.4)
(1266624000.0, 15.7)
(1266710400.0, 19.6)
(1266796800.0, 20.2)
(1266883200.0, 12.5)
(1266969600.0, 12.8)
(1267056000.0, 15.0)
(1267142400.0, 17.2)
(1267315200.0, 18.2)
(1267401600.0, 14.4)
(1267488000.0, 11.2)
(1267574400.0, 12.5)
(1267660800.0, 15.1)
(1267833600.0, 18.8)
(1267920000.0, 18.3)
(1268006400.0, 18.1)
(1268092800.0, 15.7)
(1268179200.0, 8.8)
(1268265600.0, 12.3)
(1268352000.0, 10.6)
(1268438400.0, 11.5)
(1268524800.0, 12.2)
(1268611200.0, 13.2)
(1268697600.0, 12.5)
(1268784000.0, 13.3)
(1268870400.0, 15.1)
(1268956800.0, 14.9)
(1269043200.0, 16.7)
(1269129600.0, 16.8)
(1269216000.0, 9.1)
(1269302400.0, 8.3)
(1269388800.0, 10.5)
(1269475200.0, 11.6)
(1269561600.0, 12.6)
(1269648000.0, 15.6)
(1269734400.0, 17.2)
(1269820800.0, 18.2)
(1269907200.0, 16.5)
(1269993600.0, 13.4)
(1270080000.0, 11.6)
(1270166400.0, 10.0)
(1270252800.0, 12.4)
(1270339200.0, 12.5)
(1270425600.0, 10.3)
(1270512000.0, 10.6)
(1270598400.0, 15.7)
(1270684800.0, 13.5)
(1270771200.0, 10.1)
(1270857600.0, 14.1)
(1270944000.0, 14.2)
(1271030400.0, 5.6)
(1271116800.0, 4.6)
(1271203200.0, 5.1)
(1271289600.0, 6.1)
(1271376000.0, 7.7)
(1271462400.0, 8.5)
(1271548800.0, 10.1)
(1271635200.0, 11.2)
(1271721600.0, 11.8)
(1271808000.0, 12.3)
(1271894400.0, 11.4)
(1271980800.0, 11.3)
(1272067200.0, 15.4)
(1272153600.0, 10.8)
(1272240000.0, 5.1)
(1272326400.0, 7.1)
(1272412800.0, 9.7)
(1272499200.0, 10.5)
(1272585600.0, 5.6)
(1272672000.0, 5.9)
(1272758400.0, 4.8)
(1272844800.0, 6.8)
(1272931200.0, 8.0)
(1273017600.0, 8.9)
(1273104000.0, 7.1)
(1273190400.0, 5.7)
(1273276800.0, 9.6)
(1273363200.0, 5.7)
(1273449600.0, 5.0)
(1273536000.0, 3.0)
(1273622400.0, 1.3)
(1273708800.0, 1.0)
(1273795200.0, 3.1)
(1273881600.0, 2.2)
(1273968000.0, 1.7)
(1274054400.0, 4.5)
(1274140800.0, 1.6)
(1274227200.0, 1.4)
(1274313600.0, 2.1)
(1274400000.0, 1.7)
(1274486400.0, 1.1)
(1274572800.0, 0.9)
(1274659200.0, 5.2)
(1274745600.0, 10.2)
(1274832000.0, 8.4)
(1274918400.0, 5.7)
(1275004800.0, 6.4)
(1275091200.0, 9.4)
(1275177600.0, 8.8)
(1275264000.0, 10.7)
(1275350400.0, 4.2)
(1275436800.0, 4.3)
(1275523200.0, 3.4)
(1275609600.0, 3.1)
(1275696000.0, 1.7)
(1275782400.0, 5.0)
(1275868800.0, 0.4)
(1275955200.0, 3.1)
(1276041600.0, 5.3)
(1276128000.0, 4.9)
(1276214400.0, 7.2)
(1276646400.0, 1.5)
(1276732800.0, 7.4)
(1276819200.0, 3.0)
(1276905600.0, 6.9)
(1276992000.0, 3.6)
(1277078400.0, 5.0)
(1277164800.0, 3.0)
(1277251200.0, 3.5)
(1277337600.0, 3.4)
(1277424000.0, 7.0)
(1277510400.0, 6.2)
(1277596800.0, 0.6)
(1277769600.0, 2.3)
(1277856000.0, 5.1)
(1277942400.0, 3.2)
(1278028800.0, 0.2)
(1278115200.0, 1.0)
(1278201600.0, 1.5)
(1278288000.0, 1.8)
(1278374400.0, 2.3)
(1278460800.0, 1.5)
(1278547200.0, 2.1)
(1278720000.0, 1.5)
(1278806400.0, 5.0)
(1278892800.0, 3.5)
(1278979200.0, 3.5)
(1279065600.0, 6.2)
(1279152000.0, 3.4)
(1279238400.0, 0.6)
(1279411200.0, 0.7)
(1279497600.0, 5.0)
(1279584000.0, 0.5)
(1279670400.0, 0.6)
(1279843200.0, 0.1)
(1279929600.0, 1.0)
(1280016000.0, 2.5)
(1280102400.0, 1.9)
(1280275200.0, 2.1)
(1280361600.0, 5.8)
(1280448000.0, 8.9)
(1280534400.0, 7.5)
(1280620800.0, 7.5)
(1280707200.0, 5.4)
(1280793600.0, 1.2)
(1280880000.0, 1.2)
(1281052800.0, 0.7)
(1281312000.0, 0.3)
(1281398400.0, 4.4)
(1281484800.0, 7.2)
(1281571200.0, 4.5)
(1281657600.0, 1.6)
(1281744000.0, 3.2)
(1281830400.0, 7.2)
(1281916800.0, 6.4)
(1282089600.0, 1.3)
(1282176000.0, 5.0)
(1282262400.0, 4.5)
(1282348800.0, 6.3)
(1282435200.0, 2.1)
(1282521600.0, 4.1)
(1282608000.0, 6.4)
(1282694400.0, 4.2)
(1282780800.0, 5.4)
(1282867200.0, 6.8)
(1282953600.0, 0.9)
(1283040000.0, 1.9)
(1283126400.0, 2.3)
(1283212800.0, 2.9)
(1283299200.0, 7.1)
(1283385600.0, 10.0)
(1283472000.0, 7.1)
(1283558400.0, 10.1)
(1283644800.0, 9.8)
(1283731200.0, 6.8)
(1283817600.0, 2.3)
(1283904000.0, 1.7)
(1283990400.0, 7.2)
(1284076800.0, 8.1)
(1284163200.0, 2.6)
(1284249600.0, 4.5)
(1284336000.0, 6.0)
(1284422400.0, 5.8)
(1284508800.0, 5.5)
(1284595200.0, 7.5)
(1284681600.0, 4.3)
(1284768000.0, 3.3)
(1284854400.0, 2.4)
(1284940800.0, 2.8)
(1285027200.0, 5.0)
(1285113600.0, 8.6)
(1285200000.0, 5.7)
(1285286400.0, 3.7)
(1285372800.0, 5.6)
(1285459200.0, 5.4)
(1285545600.0, 6.5)
(1285632000.0, 5.4)
(1285718400.0, 3.7)
(1285891200.0, 4.1)
(1285977600.0, 4.8)
(1286064000.0, 7.4)
(1286150400.0, 8.2)
(1286236800.0, 10.1)
(1286323200.0, 11.1)
(1286409600.0, 7.3)
(1286496000.0, 4.2)
(1286582400.0, 5.4)
(1286668800.0, 8.2)
(1286755200.0, 7.6)
(1286841600.0, 14.5)
(1286928000.0, 14.7)
(1287014400.0, 12.7)
(1287100800.0, 13.8)
(1287187200.0, 4.8)
(1287273600.0, 6.3)
(1287360000.0, 9.2)
(1287446400.0, 4.8)
(1287532800.0, 5.7)
(1287619200.0, 8.0)
(1287705600.0, 9.5)
(1287792000.0, 14.8)
(1287878400.0, 8.2)
(1287964800.0, 10.9)
(1288051200.0, 8.8)
(1288137600.0, 10.2)
(1288224000.0, 8.8)
(1288310400.0, 10.3)
(1288396800.0, 16.0)
(1288483200.0, 13.8)
(1288569600.0, 10.2)
(1288656000.0, 7.1)
(1288742400.0, 10.7)
(1288828800.0, 10.1)
(1288915200.0, 11.1)
(1289001600.0, 7.5)
(1289088000.0, 9.3)
(1289174400.0, 14.7)
(1289260800.0, 11.6)
(1289347200.0, 15.5)
(1289433600.0, 15.2)
(1289520000.0, 17.5)
(1289606400.0, 21.1)
(1289692800.0, 19.2)
(1289779200.0, 15.9)
(1289865600.0, 11.4)
(1289952000.0, 8.8)
(1290038400.0, 9.1)
(1290124800.0, 12.1)
(1290211200.0, 12.0)
(1290297600.0, 12.7)
(1290384000.0, 14.7)
(1290470400.0, 14.8)
(1290556800.0, 18.1)
(1290643200.0, 18.9)
(1290729600.0, 17.9)
(1290816000.0, 14.8)
(1290902400.0, 17.8)
(1290988800.0, 13.6)
(1291075200.0, 14.4)
(1291161600.0, 16.7)
(1291248000.0, 16.1)
(1291334400.0, 15.7)
(1291420800.0, 17.3)
(1291507200.0, 16.6)
(1291593600.0, 18.9)
(1291680000.0, 21.3)
(1291766400.0, 20.3)
(1291852800.0, 18.0)
(1291939200.0, 16.7)
(1292025600.0, 11.2)
(1292112000.0, 15.0)
(1292198400.0, 10.5)
(1292284800.0, 13.7)
(1292371200.0, 16.1)
(1292457600.0, 15.1)
(1292544000.0, 10.3)
(1292630400.0, 14.0)
(1292716800.0, 10.4)
(1292803200.0, 8.6)
(1292889600.0, 9.9)
(1292976000.0, 9.4)
(1293062400.0, 12.3)
(1293148800.0, 13.9)
(1293235200.0, 19.3)
(1293321600.0, 17.5)
(1293408000.0, 11.3)
(1293494400.0, 9.1)
(1293580800.0, 13.5)
(1293667200.0, 14.8)
(1293753600.0, 15.7)
(1293840000.0, 23.2)
(1293926400.0, 20.1)
(1294012800.0, 13.6)
(1294099200.0, 13.9)
(1294185600.0, 16.0)
(1294272000.0, 16.5)
(1294358400.0, 16.1)
(1294444800.0, 17.8)
(1294531200.0, 20.1)
(1294617600.0, 20.1)
(1294704000.0, 21.6)
(1294790400.0, 21.5)
(1294876800.0, 22.1)
(1294963200.0, 24.0)
(1295049600.0, 19.9)
(1295136000.0, 18.5)
(1295222400.0, 19.8)
(1295308800.0, 12.9)
(1295395200.0, 12.9)
(1295481600.0, 16.1)
(1295568000.0, 17.8)
(1295654400.0, 19.8)
(1295740800.0, 20.7)
(1295827200.0, 19.8)
(1295913600.0, 14.9)
(1296000000.0, 21.1)
(1296086400.0, 14.3)
(1296172800.0, 12.6)
(1296259200.0, 14.5)
(1296345600.0, 16.7)
(1296432000.0, 19.9)
(1296518400.0, 20.5)
(1296604800.0, 21.9)
(1296691200.0, 21.9)
(1296777600.0, 22.5)
(1296864000.0, 20.4)
(1296950400.0, 14.7)
(1297036800.0, 10.8)
(1297123200.0, 13.4)
(1297209600.0, 15.0)
(1297296000.0, 17.0)
(1297382400.0, 19.8)
(1297468800.0, 18.7)
(1297555200.0, 15.1)
(1297641600.0, 14.5)
(1297728000.0, 16.4)
(1297814400.0, 18.9)
(1297900800.0, 18.9)
(1297987200.0, 19.3)
(1298073600.0, 21.7)
(1298160000.0, 16.7)
(1298246400.0, 10.1)
(1298332800.0, 12.3)
(1298419200.0, 12.6)
(1298505600.0, 13.9)
(1298592000.0, 16.5)
(1298678400.0, 15.6)
(1298764800.0, 19.6)
(1298851200.0, 17.9)
(1298937600.0, 16.0)
(1299024000.0, 8.8)
(1299110400.0, 8.4)
(1299196800.0, 8.6)
(1299283200.0, 11.5)
(1299369600.0, 9.6)
(1299456000.0, 10.6)
(1299542400.0, 11.4)
(1299628800.0, 16.8)
(1299715200.0, 18.7)
(1299801600.0, 16.8)
(1299888000.0, 17.2)
(1299974400.0, 19.6)
(1300060800.0, 18.2)
(1300147200.0, 16.3)
(1300233600.0, 17.1)
(1300320000.0, 12.1)
(1300406400.0, 12.8)
(1300492800.0, 13.3)
(1300579200.0, 13.9)
(1300665600.0, 18.2)
(1300752000.0, 18.6)
(1300838400.0, 16.3)
(1300924800.0, 13.9)
(1301011200.0, 13.3)
(1301097600.0, 9.6)
(1301184000.0, 9.8)
(1301270400.0, 10.2)
(1301356800.0, 11.5)
(1301443200.0, 12.3)
(1301529600.0, 7.2)
(1304208000.0, 8.7)
(1304294400.0, 12.3)
(1304380800.0, 9.0)
(1304467200.0, 6.7)
(1304553600.0, 4.4)
(1304640000.0, 2.8)
(1304726400.0, 3.4)
(1304812800.0, 2.1)
(1304899200.0, 3.8)
(1304985600.0, 1.1)
(1305072000.0, 3.0)
(1305158400.0, 0.2)
(1305244800.0, 3.8)
(1305331200.0, 3.8)
(1305504000.0, 0.8)
(1305590400.0, 0.5)
(1305676800.0, 2.3)
(1305763200.0, 2.7)
(1305849600.0, 4.5)
(1305936000.0, 3.3)
(1306022400.0, 5.8)
(1306108800.0, 10.2)
(1306195200.0, 8.9)
(1306281600.0, 3.1)
(1306368000.0, 1.3)
(1306454400.0, 1.9)
(1306540800.0, 2.6)
(1306627200.0, 2.5)
(1306713600.0, 3.6)
(1306800000.0, 2.8)
(1306886400.0, 3.1)
(1306972800.0, 2.9)
(1307059200.0, 4.3)
(1307145600.0, 8.5)
(1307232000.0, 2.2)
(1307318400.0, 4.9)
(1307491200.0, 1.5)
(1307577600.0, 2.9)
(1307836800.0, 1.0)
(1308009600.0, 1.7)
(1308096000.0, 0.5)
(1308182400.0, 1.0)
(1308268800.0, 3.0)
(1308355200.0, 5.7)
(1308441600.0, 3.3)
(1308528000.0, 7.6)
(1308614400.0, 6.6)
(1308700800.0, 5.9)
(1308787200.0, 6.2)
(1308873600.0, 2.9)
(1308960000.0, 5.5)
(1309046400.0, 3.2)
(1309132800.0, 0.9)
(1309305600.0, 0.9)
(1309392000.0, 0.3)
(1309478400.0, 0.3)
(1309564800.0, 0.2)
(1309651200.0, 2.9)
(1309737600.0, 6.3)
(1309824000.0, 6.9)
(1309910400.0, 7.0)
(1309996800.0, 6.8)
(1310169600.0, 4.3)
(1310256000.0, 6.4)
(1310342400.0, 4.7)
(1310428800.0, 5.7)
(1310515200.0, 7.1)
(1310774400.0, 0.2)
(1310860800.0, 5.3)
(1310947200.0, 8.4)
(1311033600.0, 0.4)
(1311120000.0, 0.3)
(1311206400.0, 3.5)
(1311292800.0, 6.9)
(1311379200.0, 0.1)
(1311465600.0, 1.6)
(1311552000.0, 5.5)
(1311638400.0, 4.1)
(1311724800.0, 0.5)
(1311811200.0, 0.2)
(1311984000.0, 0.6)
(1312070400.0, 4.9)
(1312156800.0, 3.4)
(1312243200.0, 6.5)
(1312329600.0, 3.9)
(1312416000.0, 7.1)
(1312502400.0, 5.6)
(1312588800.0, 9.9)
(1312675200.0, 5.3)
(1312761600.0, 7.1)
(1312848000.0, 3.1)
(1312934400.0, 6.3)
(1313020800.0, 3.4)
(1313107200.0, 1.6)
(1313193600.0, 0.7)
(1313280000.0, 4.3)
(1313366400.0, 3.9)
(1313452800.0, 9.0)
(1313539200.0, 7.1)
(1313625600.0, 7.4)
(1313712000.0, 6.9)
(1313798400.0, 3.2)
(1313884800.0, 2.1)
(1313971200.0, 1.8)
(1314057600.0, 2.5)
(1314144000.0, 2.4)
(1314230400.0, 2.5)
(1314316800.0, 1.9)
(1314403200.0, 0.8)
(1314489600.0, 0.4)
(1314576000.0, 1.4)
(1314662400.0, 0.6)
(1314748800.0, 0.4)
(1314835200.0, 2.6)
(1314921600.0, 2.8)
(1315008000.0, 2.6)
(1315094400.0, 6.5)
(1315180800.0, 4.8)
(1315267200.0, 10.8)
(1315440000.0, 0.4)
(1315526400.0, 2.7)
(1315612800.0, 4.0)
(1315958400.0, 0.9)
(1316044800.0, 1.7)
(1316131200.0, 4.4)
(1316217600.0, 3.7)
(1316304000.0, 5.5)
(1316390400.0, 5.3)
(1316476800.0, 10.1)
(1316563200.0, 1.7)
(1316649600.0, 4.4)
(1316736000.0, 10.0)
(1316822400.0, 1.9)
(1316908800.0, 8.6)
(1316995200.0, 3.1)
(1317081600.0, 7.0)
(1317168000.0, 11.5)
(1317254400.0, 10.7)
(1317340800.0, 7.5)
(1317427200.0, 8.2)
(1317513600.0, 4.2)
(1317600000.0, 2.9)
(1317686400.0, 4.1)
(1317772800.0, 5.6)
(1317859200.0, 10.2)
(1317945600.0, 11.1)
(1318032000.0, 8.7)
(1318118400.0, 10.7)
(1318204800.0, 3.2)
(1318291200.0, 5.9)
(1318377600.0, 2.6)
(1318464000.0, 5.3)
(1318550400.0, 10.0)
(1318636800.0, 10.3)
(1318723200.0, 9.1)
(1318809600.0, 4.3)
(1318896000.0, 5.2)
(1318982400.0, 5.7)
(1319068800.0, 8.3)
(1319155200.0, 11.3)
(1319241600.0, 13.3)
(1319328000.0, 11.7)
(1319414400.0, 18.0)
(1319500800.0, 11.9)
(1319587200.0, 11.7)
(1319673600.0, 8.8)
(1319760000.0, 12.4)
(1319846400.0, 16.7)
(1319932800.0, 9.9)
(1320019200.0, 6.4)
(1320105600.0, 9.3)
(1320192000.0, 11.4)
(1320278400.0, 9.3)
(1320364800.0, 8.1)
(1320451200.0, 9.8)
(1320537600.0, 13.8)
(1320624000.0, 15.8)
(1320710400.0, 16.7)
(1320796800.0, 15.7)
(1320883200.0, 13.9)
